coupon_uid,household_key,CAMPAIGN,COUPON_UPC,day_issued,day_expired,day_redeemed,duration,event,classification_1,classification_2,classification_3,HOMEOWNER_DESC,classification_5,classification_4,KID_CATEGORY_DESC
28045,1356,17,57790030032,575,607,,32.0,0,,,,,,,
28046,1356,17,53800030050,575,607,,32.0,0,,,,,,,
28047,1356,17,57756765034,575,607,,32.0,0,,,,,,,
28048,1356,17,10000089195,575,607,,32.0,0,,,,,,,
28049,1356,17,54440020076,575,607,,32.0,0,,,,,,,
28050,1356,17,54440020077,575,607,,32.0,0,,,,,,,
28051,1356,17,10000089194,575,607,,32.0,0,,,,,,,
28052,1356,17,51800050033,575,607,,32.0,0,,,,,,,
28053,1356,17,52732670076,575,607,,32.0,0,,,,,,,
28054,1357,29,54060060033,281,334,,53.0,0,Age Group5,X,Level3,Homeowner,Group5,2,None/Unknown
28055,1357,29,53000012033,281,334,,53.0,0,Age Group5,X,Level3,Homeowner,Group5,2,None/Unknown
28056,1357,29,50057331076,281,334,,53.0,0,Age Group5,X,Level3,Homeowner,Group5,2,None/Unknown
28057,1357,29,57047095176,281,334,,53.0,0,Age Group5,X,Level3,Homeowner,Group5,2,None/Unknown
28058,1357,29,53000013836,281,334,,53.0,0,Age Group5,X,Level3,Homeowner,Group5,2,None/Unknown
28059,1357,29,54850010009,281,334,,53.0,0,Age Group5,X,Level3,Homeowner,Group5,2,None/Unknown
28060,1357,29,54400000033,281,334,,53.0,0,Age Group5,X,Level3,Homeowner,Group5,2,None/Unknown
28061,1357,29,51200000033,281,334,,53.0,0,Age Group5,X,Level3,Homeowner,Group5,2,None/Unknown
28062,1357,29,57800000033,281,334,,53.0,0,Age Group5,X,Level3,Homeowner,Group5,2,None/Unknown
28063,1357,29,54138310050,281,334,,53.0,0,Age Group5,X,Level3,Homeowner,Group5,2,None/Unknown
28064,1357,29,54300016033,281,334,,53.0,0,Age Group5,X,Level3,Homeowner,Group5,2,None/Unknown
28065,1357,29,55420811176,281,334,,53.0,0,Age Group5,X,Level3,Homeowner,Group5,2,None/Unknown
28066,1357,29,50000540076,281,334,,53.0,0,Age Group5,X,Level3,Homeowner,Group5,2,None/Unknown
28067,1357,29,53377610033,281,334,,53.0,0,Age Group5,X,Level3,Homeowner,Group5,2,None/Unknown
28068,1357,29,57027210033,281,334,,53.0,0,Age Group5,X,Level3,Homeowner,Group5,2,None/Unknown
28069,1357,29,52840000051,281,334,,53.0,0,Age Group5,X,Level3,Homeowner,Group5,2,None/Unknown
28070,1357,29,51380041013,281,334,,53.0,0,Age Group5,X,Level3,Homeowner,Group5,2,None/Unknown
28071,1357,29,54300021057,281,334,,53.0,0,Age Group5,X,Level3,Homeowner,Group5,2,None/Unknown
28072,1357,29,51410010050,281,334,,53.0,0,Age Group5,X,Level3,Homeowner,Group5,2,None/Unknown
28073,1357,29,52900041025,281,334,,53.0,0,Age Group5,X,Level3,Homeowner,Group5,2,None/Unknown
28074,1357,29,57455024450,281,334,,53.0,0,Age Group5,X,Level3,Homeowner,Group5,2,None/Unknown
28075,1357,29,57321050050,281,334,,53.0,0,Age Group5,X,Level3,Homeowner,Group5,2,None/Unknown
28076,1357,29,55004910025,281,334,,53.0,0,Age Group5,X,Level3,Homeowner,Group5,2,None/Unknown
28077,1357,29,53748000076,281,334,,53.0,0,Age Group5,X,Level3,Homeowner,Group5,2,None/Unknown
28078,1357,29,53663200076,281,334,,53.0,0,Age Group5,X,Level3,Homeowner,Group5,2,None/Unknown
28079,1357,29,10000085207,281,334,,53.0,0,Age Group5,X,Level3,Homeowner,Group5,2,None/Unknown
28080,1357,29,52100071132,281,334,,53.0,0,Age Group5,X,Level3,Homeowner,Group5,2,None/Unknown
28081,1357,29,51380041313,281,334,,53.0,0,Age Group5,X,Level3,Homeowner,Group5,2,None/Unknown
28082,1357,29,51514110050,281,334,,53.0,0,Age Group5,X,Level3,Homeowner,Group5,2,None/Unknown
28083,1357,29,57047091041,281,334,,53.0,0,Age Group5,X,Level3,Homeowner,Group5,2,None/Unknown
28084,1357,29,51200092776,281,334,,53.0,0,Age Group5,X,Level3,Homeowner,Group5,2,None/Unknown
28085,1357,29,57349171050,281,334,,53.0,0,Age Group5,X,Level3,Homeowner,Group5,2,None/Unknown
28086,1357,29,54850040050,281,334,,53.0,0,Age Group5,X,Level3,Homeowner,Group5,2,None/Unknown
28087,1363,19,57007451076,603,635,,32.0,0,Age Group2,Y,Level2,Unknown,Group1,2,1
28088,1363,19,51500050013,603,635,,32.0,0,Age Group2,Y,Level2,Unknown,Group1,2,1
28089,1363,19,53600010087,603,635,,32.0,0,Age Group2,Y,Level2,Unknown,Group1,2,1
28090,1363,19,51500050033,603,635,,32.0,0,Age Group2,Y,Level2,Unknown,Group1,2,1
28091,1363,19,57007440082,603,635,,32.0,0,Age Group2,Y,Level2,Unknown,Group1,2,1
28092,1363,19,55220010013,603,635,,32.0,0,Age Group2,Y,Level2,Unknown,Group1,2,1
28093,1363,19,57007461076,603,635,,32.0,0,Age Group2,Y,Level2,Unknown,Group1,2,1
28094,1363,19,53700048182,603,635,,32.0,0,Age Group2,Y,Level2,Unknown,Group1,2,1
28095,1363,19,57410101082,603,635,,32.0,0,Age Group2,Y,Level2,Unknown,Group1,2,1
28096,1363,19,50008710076,603,635,,32.0,0,Age Group2,Y,Level2,Unknown,Group1,2,1
28097,1363,19,51300010013,603,635,,32.0,0,Age Group2,Y,Level2,Unknown,Group1,2,1
28098,1363,24,10000085496,659,719,,60.0,0,Age Group2,Y,Level2,Unknown,Group1,2,1
28099,1363,24,10000085495,659,719,,60.0,0,Age Group2,Y,Level2,Unknown,Group1,2,1
28100,1364,16,51254600033,561,593,,32.0,0,Age Group6,Z,Level7,Homeowner,Group3,1,None/Unknown
28101,1364,16,53600030082,561,593,,32.0,0,Age Group6,Z,Level7,Homeowner,Group3,1,None/Unknown
28102,1364,16,52270011076,561,593,,32.0,0,Age Group6,Z,Level7,Homeowner,Group3,1,None/Unknown
28103,1364,16,56382410076,561,593,,32.0,0,Age Group6,Z,Level7,Homeowner,Group3,1,None/Unknown
28104,1364,16,10000085482,561,593,,32.0,0,Age Group6,Z,Level7,Homeowner,Group3,1,None/Unknown
28105,1364,16,55310000076,561,593,,32.0,0,Age Group6,Z,Level7,Homeowner,Group3,1,None/Unknown
28106,1364,16,53500000076,561,593,,32.0,0,Age Group6,Z,Level7,Homeowner,Group3,1,None/Unknown
28107,1364,16,53700048076,561,593,,32.0,0,Age Group6,Z,Level7,Homeowner,Group3,1,None/Unknown
28108,1364,16,50099700082,561,593,,32.0,0,Age Group6,Z,Level7,Homeowner,Group3,1,None/Unknown
28109,1364,16,50076613076,561,593,,32.0,0,Age Group6,Z,Level7,Homeowner,Group3,1,None/Unknown
28110,1364,16,57124921076,561,593,,32.0,0,Age Group6,Z,Level7,Homeowner,Group3,1,None/Unknown
28111,1364,16,57418211676,561,593,,32.0,0,Age Group6,Z,Level7,Homeowner,Group3,1,None/Unknown
28112,1364,16,10000085436,561,593,,32.0,0,Age Group6,Z,Level7,Homeowner,Group3,1,None/Unknown
28113,1366,21,57667010176,624,656,,32.0,0,,,,,,,
28114,1366,21,57027722976,624,656,,32.0,0,,,,,,,
28115,1366,21,54179010082,624,656,,32.0,0,,,,,,,
28116,1366,21,10000089319,624,656,,32.0,0,,,,,,,
28117,1366,21,57289010076,624,656,,32.0,0,,,,,,,
28118,1366,21,56261260075,624,656,,32.0,0,,,,,,,
28119,1366,21,54610000076,624,656,,32.0,0,,,,,,,
28120,1366,21,52484270076,624,656,,32.0,0,,,,,,,
28121,1366,21,57729880076,624,656,,32.0,0,,,,,,,
28122,1366,21,58870211150,624,656,,32.0,0,,,,,,,
28123,1366,21,54850073133,624,656,,32.0,0,,,,,,,
28124,1366,21,53762800050,624,656,,32.0,0,,,,,,,
28125,1366,21,54767721076,624,656,,32.0,0,,,,,,,
28126,1366,21,55929011033,624,656,,32.0,0,,,,,,,
28127,1366,21,57457010076,624,656,,32.0,0,,,,,,,
28128,1366,21,52540022975,624,656,,32.0,0,,,,,,,
28129,1367,12,57790000032,477,509,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28130,1367,12,51800015033,477,509,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28131,1367,12,54470031076,477,509,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28132,1367,12,51630015176,477,509,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28133,1367,12,51600045033,477,509,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28134,1367,12,54240020076,477,509,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28135,1367,12,52100023024,477,509,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28136,1367,12,10000089073,477,509,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28137,1367,12,51800000050,477,509,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28138,1367,12,53800050033,477,509,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28139,1367,12,54300010033,477,509,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28140,1367,12,52529311476,477,509,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28141,1367,12,10000089075,477,509,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28142,1367,12,10000089074,477,509,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28143,1367,12,57680000025,477,509,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28144,1367,22,51450050050,624,656,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28145,1367,22,55150081028,624,656,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28146,1367,22,54132220050,624,656,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28147,1367,22,57045970076,624,656,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28148,1367,22,52100000031,624,656,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28149,1367,22,55150081060,624,656,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28150,1367,22,54400021032,624,656,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28151,1367,22,52113100077,624,656,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28152,1367,22,55100090033,624,656,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28153,1367,22,54850010033,624,656,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28154,1367,22,51800000050,624,656,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28155,1367,22,51312010033,624,656,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28156,1367,22,52800031032,624,656,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28157,1367,22,56233833793,624,656,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28158,1367,22,57797520075,624,656,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28159,1367,22,54450000076,624,656,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28160,1367,22,57100771033,624,656,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28161,1367,22,10000089316,624,656,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28162,1367,22,10000085486,624,656,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28163,1367,22,10000085487,624,656,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28164,1367,22,52732670076,624,656,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28165,1367,23,54400000032,646,684,,38.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28166,1367,23,55200017313,646,684,,38.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28167,1367,23,54060060033,646,684,,38.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28168,1367,23,55100000033,646,684,,38.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28169,1367,23,57027211076,646,684,,38.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28170,1367,23,53000000036,646,684,,38.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28171,1367,23,55928320070,646,684,,38.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28172,1367,23,55420811176,646,684,656.0,10.0,1,Age Group3,Y,Level6,Homeowner,Group4,3,1
28173,1367,23,51380040009,646,684,,38.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28174,1367,23,50057331082,646,684,,38.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28175,1367,23,51200000076,646,684,,38.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28176,1367,23,59108312076,646,684,,38.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28177,1367,23,54850010033,646,684,,38.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28178,1367,23,52840000082,646,684,,38.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28179,1367,23,10000085491,646,684,,38.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28180,1367,23,50000540082,646,684,,38.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28181,1367,23,10000085493,646,684,,38.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28182,1367,23,10000085490,646,684,,38.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28183,1367,25,52840000033,659,691,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28184,1367,25,54900050082,659,691,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28185,1367,25,52700012033,659,691,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28186,1367,25,54116500036,659,691,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28187,1367,25,58768484040,659,691,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28188,1367,25,51200000009,659,691,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28189,1367,25,57756765034,659,691,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28190,1367,25,57797520075,659,691,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28191,1367,25,52100000076,659,691,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28192,1367,25,52900020076,659,691,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28193,1367,25,51090044076,659,691,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28194,1367,25,53400022076,659,691,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28195,1367,25,54132220050,659,691,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28196,1367,25,54460080082,659,691,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28197,1367,25,52100023030,659,691,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28198,1367,25,10000085498,659,691,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28199,1367,25,57192110076,659,691,,32.0,0,Age Group3,Y,Level6,Homeowner,Group4,3,1
28200,1370,9,52100000033,435,467,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28201,1370,9,10000085378,435,467,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28202,1370,9,10000085380,435,467,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28203,1370,9,52840042077,435,467,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28204,1370,9,53160410087,435,467,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28205,1370,9,10000089064,435,467,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28206,1370,9,55004910025,435,467,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28207,1370,9,52550075176,435,467,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28208,1370,9,50834620078,435,467,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28209,1370,9,51600070033,435,467,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28210,1370,9,54300026033,435,467,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28211,1370,9,53700060051,435,467,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28212,1370,9,53800050033,435,467,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28213,1370,9,57064021233,435,467,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28214,1370,9,52100061076,435,467,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28215,1370,9,54850011033,435,467,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28216,1370,9,52580010042,435,467,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28217,1370,9,51380041309,435,467,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28218,1370,12,57790000032,477,509,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28219,1370,12,51800015033,477,509,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28220,1370,12,54470031076,477,509,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28221,1370,12,51630015176,477,509,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28222,1370,12,51600045033,477,509,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28223,1370,12,54240020076,477,509,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28224,1370,12,52100023024,477,509,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28225,1370,12,10000089073,477,509,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28226,1370,12,51800000050,477,509,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28227,1370,12,53800050033,477,509,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28228,1370,12,54300010033,477,509,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28229,1370,12,52529311476,477,509,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28230,1370,12,10000089075,477,509,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28231,1370,12,10000089074,477,509,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28232,1370,12,57680000025,477,509,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28233,1370,22,51450050050,624,656,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28234,1370,22,55150081028,624,656,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28235,1370,22,54132220050,624,656,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28236,1370,22,57045970076,624,656,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28237,1370,22,52100000031,624,656,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28238,1370,22,55150081060,624,656,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28239,1370,22,54400021032,624,656,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28240,1370,22,52113100077,624,656,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28241,1370,22,55100090033,624,656,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28242,1370,22,54850010033,624,656,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28243,1370,22,51800000050,624,656,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28244,1370,22,51312010033,624,656,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28245,1370,22,52800031032,624,656,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28246,1370,22,56233833793,624,656,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28247,1370,22,57797520075,624,656,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28248,1370,22,54450000076,624,656,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28249,1370,22,57100771033,624,656,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28250,1370,22,10000089316,624,656,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28251,1370,22,10000085486,624,656,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28252,1370,22,10000085487,624,656,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28253,1370,22,52732670076,624,656,,32.0,0,Age Group6,Y,Level3,Homeowner,Group5,2,None/Unknown
28254,1374,11,52500060033,477,523,,46.0,0,,,,,,,
28255,1374,11,55150000034,477,523,,46.0,0,,,,,,,
28256,1374,11,51920034051,477,523,,46.0,0,,,,,,,
28257,1374,11,55113100076,477,523,,46.0,0,,,,,,,
28258,1374,11,54310000076,477,523,,46.0,0,,,,,,,
28259,1374,11,54171600078,477,523,,46.0,0,,,,,,,
28260,1374,11,57033040050,477,523,,46.0,0,,,,,,,
28261,1374,11,57166211133,477,523,,46.0,0,,,,,,,
28262,1374,11,57418211676,477,523,,46.0,0,,,,,,,
28263,1374,11,57940062040,477,523,,46.0,0,,,,,,,
28264,1374,11,53600050042,477,523,,46.0,0,,,,,,,
28265,1374,11,53500051576,477,523,,46.0,0,,,,,,,
28266,1374,11,57008510013,477,523,,46.0,0,,,,,,,
28267,1375,29,54060060033,281,334,,53.0,0,,,,,,,
28268,1375,29,53000012033,281,334,,53.0,0,,,,,,,
28269,1375,29,50057331076,281,334,,53.0,0,,,,,,,
28270,1375,29,57047095176,281,334,,53.0,0,,,,,,,
28271,1375,29,53000013836,281,334,,53.0,0,,,,,,,
28272,1375,29,54850010009,281,334,,53.0,0,,,,,,,
28273,1375,29,54400000033,281,334,,53.0,0,,,,,,,
28274,1375,29,51200000033,281,334,,53.0,0,,,,,,,
28275,1375,29,57800000033,281,334,,53.0,0,,,,,,,
28276,1375,29,54138310050,281,334,,53.0,0,,,,,,,
28277,1375,29,54300016033,281,334,,53.0,0,,,,,,,
28278,1375,29,55420811176,281,334,,53.0,0,,,,,,,
28279,1375,29,50000540076,281,334,,53.0,0,,,,,,,
28280,1375,29,53377610033,281,334,,53.0,0,,,,,,,
28281,1375,29,57027210033,281,334,,53.0,0,,,,,,,
28282,1375,29,52840000051,281,334,,53.0,0,,,,,,,
28283,1375,29,51380041013,281,334,,53.0,0,,,,,,,
28284,1375,29,54300021057,281,334,,53.0,0,,,,,,,
28285,1375,29,51410010050,281,334,,53.0,0,,,,,,,
28286,1375,29,52900041025,281,334,,53.0,0,,,,,,,
28287,1375,29,57455024450,281,334,,53.0,0,,,,,,,
28288,1375,29,57321050050,281,334,,53.0,0,,,,,,,
28289,1375,29,55004910025,281,334,,53.0,0,,,,,,,
28290,1375,29,53748000076,281,334,,53.0,0,,,,,,,
28291,1375,29,53663200076,281,334,,53.0,0,,,,,,,
28292,1375,29,10000085207,281,334,,53.0,0,,,,,,,
28293,1375,29,52100071132,281,334,,53.0,0,,,,,,,
28294,1375,29,51380041313,281,334,,53.0,0,,,,,,,
28295,1375,29,51514110050,281,334,,53.0,0,,,,,,,
28296,1375,29,57047091041,281,334,,53.0,0,,,,,,,
28297,1375,29,51200092776,281,334,,53.0,0,,,,,,,
28298,1375,29,57349171050,281,334,,53.0,0,,,,,,,
28299,1375,29,54850040050,281,334,,53.0,0,,,,,,,
28300,1375,22,51450050050,624,656,,32.0,0,,,,,,,
28301,1375,22,55150081028,624,656,,32.0,0,,,,,,,
28302,1375,22,54132220050,624,656,,32.0,0,,,,,,,
28303,1375,22,57045970076,624,656,,32.0,0,,,,,,,
28304,1375,22,52100000031,624,656,,32.0,0,,,,,,,
28305,1375,22,55150081060,624,656,,32.0,0,,,,,,,
28306,1375,22,54400021032,624,656,,32.0,0,,,,,,,
28307,1375,22,52113100077,624,656,,32.0,0,,,,,,,
28308,1375,22,55100090033,624,656,,32.0,0,,,,,,,
28309,1375,22,54850010033,624,656,,32.0,0,,,,,,,
28310,1375,22,51800000050,624,656,,32.0,0,,,,,,,
28311,1375,22,51312010033,624,656,,32.0,0,,,,,,,
28312,1375,22,52800031032,624,656,,32.0,0,,,,,,,
28313,1375,22,56233833793,624,656,,32.0,0,,,,,,,
28314,1375,22,57797520075,624,656,,32.0,0,,,,,,,
28315,1375,22,54450000076,624,656,,32.0,0,,,,,,,
28316,1375,22,57100771033,624,656,,32.0,0,,,,,,,
28317,1375,22,10000089316,624,656,,32.0,0,,,,,,,
28318,1375,22,10000085486,624,656,,32.0,0,,,,,,,
28319,1375,22,10000085487,624,656,,32.0,0,,,,,,,
28320,1375,22,52732670076,624,656,,32.0,0,,,,,,,
28321,1375,23,54400000032,646,684,,38.0,0,,,,,,,
28322,1375,23,55200017313,646,684,,38.0,0,,,,,,,
28323,1375,23,54060060033,646,684,,38.0,0,,,,,,,
28324,1375,23,55100000033,646,684,,38.0,0,,,,,,,
28325,1375,23,57027211076,646,684,,38.0,0,,,,,,,
28326,1375,23,53000000036,646,684,,38.0,0,,,,,,,
28327,1375,23,55928320070,646,684,,38.0,0,,,,,,,
28328,1375,23,55420811176,646,684,,38.0,0,,,,,,,
28329,1375,23,51380040009,646,684,,38.0,0,,,,,,,
28330,1375,23,50057331082,646,684,,38.0,0,,,,,,,
28331,1375,23,51200000076,646,684,,38.0,0,,,,,,,
28332,1375,23,59108312076,646,684,,38.0,0,,,,,,,
28333,1375,23,54850010033,646,684,,38.0,0,,,,,,,
28334,1375,23,52840000082,646,684,,38.0,0,,,,,,,
28335,1375,23,10000085491,646,684,,38.0,0,,,,,,,
28336,1375,23,50000540082,646,684,,38.0,0,,,,,,,
28337,1375,23,10000085493,646,684,,38.0,0,,,,,,,
28338,1375,23,10000085490,646,684,,38.0,0,,,,,,,
28339,1376,16,51254600033,561,593,,32.0,0,Age Group5,Y,Level5,Homeowner,Group6,1,None/Unknown
28340,1376,16,53600030082,561,593,,32.0,0,Age Group5,Y,Level5,Homeowner,Group6,1,None/Unknown
28341,1376,16,52270011076,561,593,,32.0,0,Age Group5,Y,Level5,Homeowner,Group6,1,None/Unknown
28342,1376,16,56382410076,561,593,,32.0,0,Age Group5,Y,Level5,Homeowner,Group6,1,None/Unknown
28343,1376,16,10000085482,561,593,,32.0,0,Age Group5,Y,Level5,Homeowner,Group6,1,None/Unknown
28344,1376,16,55310000076,561,593,,32.0,0,Age Group5,Y,Level5,Homeowner,Group6,1,None/Unknown
28345,1376,16,53500000076,561,593,,32.0,0,Age Group5,Y,Level5,Homeowner,Group6,1,None/Unknown
28346,1376,16,53700048076,561,593,,32.0,0,Age Group5,Y,Level5,Homeowner,Group6,1,None/Unknown
28347,1376,16,50099700082,561,593,,32.0,0,Age Group5,Y,Level5,Homeowner,Group6,1,None/Unknown
28348,1376,16,50076613076,561,593,,32.0,0,Age Group5,Y,Level5,Homeowner,Group6,1,None/Unknown
28349,1376,16,57124921076,561,593,,32.0,0,Age Group5,Y,Level5,Homeowner,Group6,1,None/Unknown
